Competitor,Angle Category,Hook Copy,Transcript,Visual Style,Nicho,Longevity Tier
Versiani Swim,Pain-to-Solution,Fitness com tecnologia Casual Fresh™️,Música,"Aqui está a análise do vídeo:

1.  **Formato visual:** Lifestyle com showcase de produto.
2.  **Iluminação:** Natural/Orgânica. A luz é suave e uniforme, sem sombras duras, sugerindo luz natural de janelas.
3.  **Ambiente:** Interno (sala de estar de uma casa moderna).
4.  **Paleta de cores:** Branco, tons neutros e pastéis.
5.  **Qualidade de produção:** Semi-profissional (alta qualidade para conteúdo de influencer/marca).
6.  **Elemento principal de atenção:** A modelo/influencer e seu look (roupa).",Moda,Killed
Beleza Brasileira,Pain-to-Solution,🏷️KESIA | @belezabrasileirabr,"Eu estou em processo de emagrecimento, pesava 150kg, hoje em dia eu peso 106kg. E eu gostaria que meu corpo ficasse esteticamente mais agradável conforme o meu emagrecimento, sem precisar de cirurgias plásticas na região do abdômen e das coxas. Por isso, todos os dias eu travo uma batalha comigo mesmo de tirar 5 ou 10 minutos para cuidar do meu corpo. Faço massagens modeladoras, vá com o abdominal e algumas massagens de repetição para oxigenar os tecidos, melhorando a vascularização. Essa força de vontade sai da ideia de que eu não quero mais ter esse corpo e eu estou cuidando dele para ter o corpo que eu desejo. O meu corpo, nesse momento, é um corpo obeso, porém saudável e funcional. E aos poucos, com alimentação equilibrada, muita água e exercício físico, eu estou cada vez mais próxima de conquistar o corpo que eu gostaria de ter. Nessa jornada comigo tem os produtos da beleza brasileira que eu uso quase todos. Mas nesse vídeo específico estou usando dois aliados do meu treino, que é o Barriguinha e o Bumbum Queen, que vende lá no site da Beleza Brasileira como kit pré-treino. O Barriguinha ajuda na redução de medidas da região abdominal, porque com a estimulação promove um efeito firmador na pele, auxiliando a circulação local, tirando aquele aspecto de gordurinhas e deixando a pele mais uniforme e lisinha. Já o Bumbum Queen ajuda a melhorar os aspectos da celulite, além de ser um potente hidratante e um firmador, deixando aquele aspecto de pele lisinha. Ainda estou longe do corpo que desejo, mas acredito que com o tempo tudo vai melhorar. E todo esse esforço valerá a pena e vocês estarão aqui pra ver. Beijos, até a próxima.",,Beleza,Performer
Creamy Skincare,Pain-to-Solution,Descubra sua rotina ideal de skincare em menos de 2 minutos ✨,"Mesmo dormindo bem, essas marcas escuras em volta dos olhos, essas ruguinhas finas não sumiram. Você sofre com isso também? E olha que eu investi em várias alternativas, como protetor solar em pó com cor, o líquido com cor também e nada disso adiantava. E assim testei tudo, mas nada resolvia. Isso só me fez gastar dinheiro. Foi quando eu resolvi fazer o Quiz Creamy. Foi tão rápido, entrei pelo navegador creamy.com e em poucos minutos já tinha um protocolo ideal pra minha pele. E resolvendo de verdade o meu problema. E assim eu descobri o iCream da Creamy. Possui uma embalagem segura, além disso uma textura leve. Vai ajudar a eliminar as marcas escuras em volta dos olhos Mais hidratação e além de tudo Mais firmeza pra essa região E faça como eu, descubra também o seu tratamento ideal Em apenas 2 minutos, entrando no quiz da Creamy","Aqui está a análise:

1.  **Formato visual:** Talking head, demonstração de produto, problema-solução.
2.  **Iluminação:** Estudio/Ring Light, com luz azul de fundo.
3.  **Foco na pele:** Textura realista visível.
4.  **Paleta de cores:** Muted, tons frios, minimalista.
5.  **Qualidade de produção:** Semi-profissional.
6.  **Elemento principal de atenção:** O rosto do apresentador e o produto.",Beleza,Performer
Plato,Benefit/Result,blusa de tricot bufante que já é o look do dia 🎀,"E com a última cor disponível da nossa blusa manga bufantes, amor, olha que monocromático lindíssimo que eu montei aqui pra vocês, com a nossa calça alfetaria que a gente recebeu reposição recentemente. Não sei como tá a grade dela, mas tá esgotando rápido, tá? Inclusive, a gente, além dessa cor, temos disponível em várias, ela já vai com cinto, mas o assunto é a nossa blusa. A última remessa que veio, veio uma tonelidade mais voltada pro vinho. Essa daqui é mais voltada pro uva, Mas, gente, é muito parecido, tá? Só que, realmente, quando tem essa pequena diferença, assim, de tom, sabe? Que é tom sobre tom mesmo. Eu gosto de fazer um novo conteúdo pra vocês. Sem contar que o tecido dela tá mais grosso. Isso daqui vocês vão conseguir ver mais nitidamente quando chegar na casa de vocês, tá? Então, assim, maravilhosa a nossa blusa. 149, amor. E a calça que já vai com cinto, 189, tá? Então, aproveitem pra garantir junto.","Aqui está a análise:

1.  **Formato visual:** UGC talking head / showcase de produto.
2.  **Iluminacao:** Misto. Há luz natural abundante e iluminação interna quente (spots, fitas de LED).
3.  **Ambiente:** Interno, em uma sala de estar/jantar moderna.
4.  **Paleta de cores:** Púrpura/vinho e neutros.
5.  **Qualidade de producao:** UGC casual, filmado com celular.
6.  **Elemento principal de atencao:** A mulher e seu conjunto monocromático vibrante.",Moda,Testing
Beleza Brasileira,Pain-to-Solution,"Uso os hidratantes da @belezabrasileirabr faz muito tempo, antes mesmo da minha gestação","A minha bebê já vai fazer um ano e dois meses e uma coisa que me ajudou muito nesse pós-parto com toda certeza foi hidratar muito a minha barriga. Depois que a gente passa por uma gestação, nosso corpo muda completamente. É muito importante a gente hidratar todas as partes do nosso corpo, principalmente a barriga. Pra evitar estrias, enfim, outras coisas. Durante a minha gestação toda eu sempre usei o barriguinha anti-estria e me ajudou muito a não ter nenhuma estria na barriga. E eu sou extremamente grata porque esse creme ele é maravilhoso. E agora no pós-parto, pra me ajudar com a flacidez e elasticidade, eu estou usando o Barriguinha Cream. Ele é um creme pra área da barriga também perfeito e tem me ajudado muito. Passo ele todos os dias e também gosto de usar muito ele antes do meu treino, porque eu sinto que me ajuda nos meus treinos de abdômen. Depois que você passa o Barriguinha Cream, ele tem uma ação refrescante, o que deixa a barriga meio geladinha e é muito gostoso. E se você passou por uma gestação e tá querendo um creme pra te ajudar a cuidar da sua barriga no seu pós-parto, esse é o creme ideal, o Barriguinha Cream. Pede o seu no site da Beleza Brasileira e utilize o nosso cupom LIMES pra ter muito desconto. Depois me diz o que você achou.","Aqui está a análise:

1.  **Formato visual:** UGC talking head, com aplicação de produto e antes-depois implícito.
2.  **Iluminação:** Natural/Orgânica, com boa iluminação ambiente.
3.  **Foco corporal:** Produto sendo aplicado na barriga (abdômen).
4.  **Paleta de cores:** Pastéis, neutros e tons suaves.
5.  **Qualidade de produção:** Semi-profissional, com edição e áudio claros.
6.  **Elemento principal de atenção:** A influenciadora e a transformação da sua barriga.",Beleza,Long-Runner
Beleza Brasileira,Offer/Urgency,@belezabrasileirabr já disse que te amo hj,E aí,,Beleza,Performer
Creamy Skincare,Pain-to-Solution,Descubra sua rotina ideal de skincare em menos de 2 minutos ✨,"Já testei de tudo contra as espinhas e nada funcionava. Só deixava minha pele ardendo. Passei meses comprando produtos caros e parecia que minha pele só piorava. Eu não sabia se era oleosidade, hormônio ou se eu só tava usando o produto errado. Até que eu fiz um quiz rápido que me deu um protocolo personalizado. Foi a primeira vez que alguém explicou direitinho o que minha pele precisava. E foi assim que eu descobri o Adapalenato da Cream. Em poucas semanas, minhas espinhas começaram a sumir e minha pele ficou muito mais uniforme.","1.  **Formato visual:** UGC-style talking head, aplicação de produto, implicit antes-depois.
2.  **Iluminação:** Estúdio/Ring light, com luz suave e tons frios.
3.  **Foco na pele:** Textura realista visível.
4.  **Paleta de cores:** Azul, roxo e vermelho.
5.  **Qualidade de produção:** Semi-profissional.
6.  **Elemento principal de atenção:** A transformação da pele e o testemunho pessoal.",Beleza,Performer
Plato,Benefit/Result,jaqueta jeans oversized que fecha qualquer produção com atitude 🖤,"Spoiler em primeiríssima mão, diretamente de onde? Do nosso chute, hein, amor? Vocês não estão preparadas. Vem cá, Ana, mostra esse look. Vocês não estão preparadas. Olha esse vestido, amor. Não! Conta, Ana, um pouco. Gente, maravilhoso. Eu amei o que esse jeito tem esse toque de roupa. Diferente, né? Chique. Perfeito. E ela colocou com uma jaqueta e depois eu mostro spoilers. Pode trocar. Depois eu mostro spoilers pra vocês. Meu look do dia, lindíssimo. essa saia cetinada com renda maravilhosa, um cinto, uma blusa em renda e essa max jaqueta oversize. Chique não, amor? Repete comigo. Além, fiquem aqui comigo que eu vou liberar muitos spoilers pra vocês em tempo real, tá? Porque eu sou dessas.","Aqui está a análise do vídeo:

1.  **Formato visual:** UGC talking head / showcase de produto.
2.  **Iluminação:** Mista; usa luz de estúdio visível e iluminação ambiente.
3.  **Ambiente:** Interno, em um estúdio de fotografia.
4.  **Paleta de cores:** Tons neutros, marrons e pretos.
5.  **Qualidade de produção:** Semi-profissional (gravação UGC em set profissional).
6.  **Elemento principal de atenção:** A apresentadora com seu look e smartphone roxo.",Moda,Solid
Insider Store,Benefit/Result,"o presente da minha mãe já ta na mala pra levar pra Tenerife, mas aproveita pra comprar um look pra sua mãe na @insiderstore porque ela merece o melhor","Eu daria um dedo mindinho hoje pra comer a comida da minha mãe. Mas isso não é possível, porque ela se apaixonou por um espanhol e foi morar a 6.200 km de mim. Esse aqui é o José, o marido da minha mãe. O espanhol safado que roubou ela de mim. Tô brincando. Ela se apaixonou por ele de uma forma muito bonita e quem era eu pra impedir esse amor de acontecer. Há uns 10 anos atrás, minha mãe foi visitar uma amiga em Tenerife, que faz parte das Ilhas Canárias, é um território espanhol, fica do lado do Marrocos, enfim. E conheceu o José. Se apaixonaram de uma forma linda, uma história de filme. E depois de dois anos de ir e vir naquele relacionamento à distância, ela me perguntou se ela podia ir. E eu falei que sim. Falei que ela tinha que viver aquele amor E nessa brincadeira eu fiquei sem a Dona Lídia E quem me conhece, conhece um pouco da Dona Lídia também Como minha mãe me criou a maior parte do tempo Eu tenho muito dela Então minha ansiedade eu peguei da minha mãe Minha forma de vestir, simples mas elegante Peguei da minha mãe O meu amor por exercício, peguei do meu pai e da minha mãe Mas minha mãe hoje em dia é a maior maromba que eu conheço Tipo, ela tem 60 anos e esse é o braço dela Um dos meus programas favoritos quando ela tá aqui no Rio É a gente colocar um look da Insider com o Mirandinho E malhar juntas pra eu entender o quão frango eu sou Do lado dessa senhora de 60 anos O meu amor por massa Porque durante a minha infância inteira Minha mãe vendia massa Ela fazia em casa massa artesanal E molho de tomate E vendia pra alguns restaurantes Então assim, tinha massa na minha casa de inteiro Inclusive o melhor molho de tomate da vida É o da minha mãe Esse vai ser mais um dia das mães Que eu vou passar separada dela Mas eu tenho um segredo pra contar Ela daqui a pouco tá voltando pro Brasil E me emociona muito só de pensar Porque depois de quase 10 anos sem minha mãe aqui Eu vou voltar a poder ligar pra ela e falar Mãe, posso almoçar na sua casa? Eu realmente sonho com esse dia Porque comida de mãe é um negócio diferente, né? Se você vai passar o dia das mães com a sua mãe, aproveita e já compra um look maravilhoso pra ela na Insider Que vai durar muitos e muitos anos Porque eu tenho certeza que se minha mãe conhecesse a Insider antes de mim Ela já ia chegar com um pacotinho de calcinha falando Filha, olha só essa marca maravilhosa que eu achei Comprei uma calcinha pra você Porque isso é uma coisa que minha mãe sempre dá pra mim a calcinha, eu adoro","Aqui está a análise do vídeo:

1.  **Formato visual:** UGC talking head com narrativa pessoal.
2.  **Iluminação:** Natural/Orgânica. Luz suave vinda de uma janela lateral.
3.  **Ambiente:** Interno (sala ou quarto).
4.  **Paleta de cores:** Neutra e calorosa, com destaque para o vermelho.
5.  **Qualidade de produção:** Semi-profissional.
6.  **Elemento principal de atenção:** A expressividade da apresentadora e suas tatuagens.",Moda,Performer
Plato,Benefit/Result,o trench coat que fecha qualquer produção com elegância 🤎,"O Brent Coat que tava faltando no seu guarda-roupas acaba de chegar reposição aqui na platô, é isso mesmo. A gente já entregou centenas de peças desse modelo pra todo o Brasil e é a última reposição dessa peça, tá? Então, amor, se você ainda não garantiu, no tempo que eu tô falando aqui já tem cliente entrando no site garantindo, tá? Além do preto que eu quis montar nessa proposta, mais a cara de um restaurante à noite, festas da temporada. A gente também tem no azul marinho, temos ele no óculos, tá? E no marrom. E é claro, dá pra vocês montarem mil composições, tá? Ele já vai com essa faixa, o tecido maravilhoso. Sabe aquele point coat que você consegue adicionar até no dia a dia como uma terceira peça? Nome, sobrenome, esse. Já clica aqui agora pra garantir. Antes você fica sem o seu, tá?","Aqui está a análise:

1.  **Formato visual:** UGC talking head / showcase de produto.
2.  **Iluminação:** Misto - luz ambiente complementada por iluminação interna do teto.
3.  **Ambiente:** Interno - apartamento/casa moderna e elegante.
4.  **Paleta de cores:** Neutras (preto, bege, cinza) e detalhes dourados.
5.  **Qualidade de produção:** Semi-profissional / Estilo influenciador.
6.  **Elemento principal de atenção:** A apresentadora e o trench coat preto.",Moda,Solid
